time,seconds_elapsed,z,y,x
1666761357155431200,0.01243115234375,0.0810466930270195,-0.042347922921180725,0.09837187081575394
1666761357175376400,0.03237646484375,0.09004521369934082,-0.03092857450246811,0.18207788467407227
1666761357195321300,0.0523212890625,0.08457189053297043,-0.04573116451501846,0.2204163372516632
1666761357215266600,0.0722666015625,0.07906185835599899,-0.006375727243721485,0.19558276236057281
1666761357235211300,0.092211181640625,0.03434986248612404,-0.014880971051752567,0.17205213010311127
1666761357255156200,0.11215625,-0.003780462546274066,0.05049359053373337,0.11099029332399368
1666761357275102500,0.1321025390625,-0.019510094076395035,0.0475458949804306,0.058923475444316864
1666761357295047200,0.152047119140625,-0.03123551607131958,0.01285145990550518,0.08117020130157471
1666761357314992400,0.171992431640625,-0.044913023710250854,-0.03831341117620468,0.1209711804986
1666761357334937300,0.191937255859375,-0.05941371992230415,-0.033638983964920044,0.14612345397472382
1666761357354882600,0.211882568359375,-0.05652983486652374,-0.0307447612285614,0.1625618189573288
1666761357374827300,0.2318271484375,-0.04550284892320633,0.03494619205594063,0.14879629015922546
1666761357394772200,0.251772216796875,-0.018357710912823677,-0.03919697552919388,0.08531573414802551
1666761357414717400,0.271717529296875,0.01708385907113552,-0.10707365721464157,0.04616769403219223
1666761357434662400,0.291662353515625,-0.0003200019709765911,-0.1464749127626419,0.036525506526231766
1666761357454607400,0.311607421875,-0.020913811400532722,-0.03655458614230156,0.05329681560397148
1666761357474552300,0.33155224609375,0.01561247743666172,-0.02794046141207218,-0.00244611082598567
1666761357494497300,0.351497314453125,0.09618470072746277,-0.08964572101831436,-0.09521734714508057
1666761357514442500,0.3714423828125,0.12612870335578918,-0.10632484406232834,-0.08626439422369003
1666761357534388200,0.39138818359375,0.1299598664045334,0.02309616655111313,0.023148121312260628
1666761357554333400,0.41133349609375,0.10935534536838531,0.1703493744134903,0.1253262162208557
1666761357574278400,0.4312783203125,0.08013758808374405,0.2860165536403656,0.12859679758548737
1666761357594223400,0.451223388671875,0.06768541038036346,0.3997560143470764,0.04634476825594902
1666761357614168300,0.471168212890625,0.07400769740343094,0.563047468662262,-0.029685311019420624
1666761357634113300,0.49111328125,0.09581800550222397,0.6512107849121094,-0.011915458366274834
1666761357654058500,0.51105859375,0.1352768838405609,0.8368268013000488,0.030289538204669952
1666761357674003500,0.53100341796875,0.1728546917438507,1.019787311553955,0.04501562565565109
1666761357693948200,0.5509482421875,0.19208912551403046,1.2176264524459839,0.034615639597177505
1666761357713893400,0.570893310546875,0.19809360802173615,1.4314005374908447,-0.033805131912231445
1666761357733838300,0.59083837890625,0.13221697509288788,1.5862261056900024,-0.07389093935489655
1666761357753783600,0.610783447265625,0.06959708034992218,1.809213399887085,-0.08042524009943008
1666761357773728300,0.630728271484375,0.009130304679274559,1.9080145359039307,-0.004950385540723801
1666761357793674500,0.650674560546875,-0.023249637335538864,1.951760172843933,0.13677926361560822
1666761357813619500,0.670619384765625,-0.025847366079688072,2.031100034713745,0.09180083870887756
1666761357833564200,0.690564208984375,-0.03596019744873047,1.9921388626098633,-0.09583699703216553
1666761357853508900,0.7105087890625,-0.028045443817973137,1.9513071775436401,-0.24445262551307678
1666761357873453800,0.730453857421875,0.004641849081963301,1.9286748170852661,-0.2740575671195984
1666761357893399000,0.75039892578125,0.015662644058465958,1.9559365510940552,-0.16380073130130768
1666761357913344000,0.770343994140625,0.038413312286138535,1.8996481895446777,-0.05490618199110031
1666761357933289000,0.7902890625,0.08286423236131668,1.838394284248352,-0.07710185647010803
1666761357953234000,0.81023388671875,0.06837150454521179,1.9070221185684204,-0.19067516922950745
1666761357973179000,0.830178955078125,0.0189223513007164,1.9446979761123657,-0.20161202549934387
1666761357993124000,0.8501240234375,0.0505213737487793,1.9365620613098145,-0.03598519042134285
1666761358013068800,0.87006884765625,0.021655049175024033,1.762102723121643,0.11667037755250931
1666761358033014000,0.890013916015625,0.02427150122821331,1.5837428569793701,0.09283912926912308
1666761358052960000,0.9099599609375,0.033769603818655014,1.4274779558181763,-0.12398888915777206
1666761358072905000,0.929905029296875,0.06200585141777992,1.3104584217071533,-0.23381364345550537
1666761358092850000,0.949849853515625,0.0435459241271019,1.1812880039215088,-0.09025502949953079
1666761358112795000,0.969794921875,-0.003355905646458268,0.949944257736206,0.11631257832050323
1666761358132740000,0.989739990234375,-0.0024493515957146883,0.6488522291183472,0.22925898432731628
1666761358152684800,1.009684814453125,0.006496438290923834,0.3666817843914032,0.20354768633842468
1666761358172630000,1.029630126953125,0.009160514920949936,0.14372752606868744,0.014389853924512863
1666761358192575000,1.049574951171875,-0.05410001799464226,-0.1251593679189682,-0.138242706656456
1666761358212520000,1.06952001953125,-0.09231770783662796,-0.44153544306755066,-0.08559414744377136
1666761358232465200,1.089465087890625,-0.08752033859491348,-0.7081460356712341,0.09438072890043259
1666761358252409900,1.109409912109375,-0.12125048786401749,-1.0247178077697754,0.17887121438980103
1666761358272354800,1.129354736328125,-0.14674244821071625,-1.4565002918243408,0.13005739450454712
1666761358292300000,1.149300048828125,-0.1511077731847763,-1.9080941677093506,0.04782165586948395
1666761358312245800,1.169245849609375,-0.12049421668052673,-2.2624406814575195,-0.001245139166712761
1666761358332191000,1.18919091796875,-0.1368531733751297,-2.476816177368164,0.04261559993028641
1666761358352136000,1.209135986328125,-0.1762913465499878,-2.6112658977508545,0.1570286899805069
1666761358372081200,1.2290810546875,-0.2189040333032608,-2.6416072845458984,0.2961359918117523
1666761358392025900,1.24902587890625,-0.19996331632137299,-2.603318214416504,0.5046154260635376
1666761358411970800,1.268970703125,-0.1567848026752472,-2.788257360458374,0.5873391032218933
1666761358431916000,1.288916015625,-0.12133146077394485,-3.0915780067443848,0.5480560660362244
1666761358451861000,1.308861083984375,-0.04272112995386124,-3.430696964263916,0.43692365288734436
1666761358471806000,1.328805908203125,0.006988891400396824,-3.476628303527832,0.2885185778141022
1666761358491751000,1.3487509765625,-0.1581827998161316,-3.2076945304870605,0.1661146879196167
1666761358511696000,1.36869580078125,-0.3608565032482147,-3.142977476119995,-0.10453934222459793
1666761358531641000,1.38864111328125,-0.401400089263916,-2.987544298171997,-0.29069700837135315
1666761358551585800,1.408585693359375,-0.37997299432754517,-3.0568323135375977,-0.2734951674938202
1666761358571531000,1.428531005859375,-0.36642637848854065,-3.355638027191162,-0.15583734214305878
1666761358591477000,1.44847705078125,-0.32092976570129395,-3.0699126720428467,-0.089147187769413
1666761358611422000,1.468421875,-0.2744840383529663,-2.674846887588501,-0.10124626755714417
1666761358631367000,1.488366943359375,-0.16331228613853455,-2.9748594760894775,-0.0008351188153028488
1666761358651311900,1.508311767578125,-0.008551288396120071,-3.056927442550659,0.0033524094615131617
1666761358671257000,1.528257080078125,0.05987115204334259,-2.6969006061553955,-0.3656746447086334
1666761358691202000,1.5482021484375,0.07875579595565796,-2.4242658615112305,-0.44408151507377625
1666761358711147000,1.56814697265625,0.011623336933553219,-2.361100196838379,-0.31465262174606323
1666761358731092000,1.588092041015625,-0.08996632695198059,-2.0768446922302246,-0.19655963778495789
1666761358751037000,1.608036865234375,-0.21182574331760406,-1.659757375717163,-0.11123786866664886
1666761358770982100,1.627982177734375,-0.22723247110843658,-1.6068475246429443,-0.21714340150356293
1666761358790926800,1.6479267578125,-0.1465856432914734,-1.318041443824768,-0.07082939893007278
1666761358810871800,1.667871826171875,-0.08871481567621231,-0.9361317753791809,0.05743633955717087
1666761358830816800,1.687816650390625,-0.058397941291332245,-0.7330490350723267,0.23222367465496063
1666761358850762800,1.7077626953125,-0.03132562339305878,-0.47322648763656616,0.27035966515541077
1666761358870707700,1.727707763671875,0.03962331637740135,-0.3453492522239685,0.04685398191213608
1666761358890653000,1.74765283203125,0.17173375189304352,-0.29737022519111633,-0.046690475195646286
1666761358910598000,1.767597900390625,0.17989175021648407,-0.049308646470308304,0.05556947737932205
1666761358930542800,1.78754296875,0.1466227024793625,0.23069541156291962,0.22408142685890198
1666761358950487800,1.80748779296875,0.09147582948207855,0.5882048010826111,0.2744140923023224
1666761358970432800,1.827432861328125,0.032025840133428574,0.7371266484260559,0.021380728110671043
1666761358990378000,1.8473779296875,0.07059814035892487,0.8677703738212585,-0.17923402786254883
1666761359010322700,1.86732275390625,0.15906277298927307,1.1464959383010864,-0.22184331715106964
1666761359030267600,1.887267578125,0.2100014090538025,1.5348799228668213,-0.11673741787672043
1666761359050212900,1.907212890625,0.2159835547208786,1.9123787879943848,-0.1130647137761116
1666761359070157800,1.92715771484375,0.2304963618516922,2.1631393432617188,-0.18457959592342377
1666761359090102800,1.947102783203125,0.2891364097595215,2.405665159225464,-0.11279943585395813
1666761359110047700,1.9670478515625,0.31735947728157043,2.58225679397583,-0.038566023111343384
1666761359129994000,1.986993896484375,0.3289593756198883,2.805680751800537,-0.14755652844905853
1666761359149939000,2.00693896484375,0.4265567362308502,3.0696630477905273,-0.20685386657714844
1666761359169883600,2.026883544921875,0.446362167596817,3.187220573425293,-0.09523298591375351
1666761359189828900,2.046828857421875,0.45559197664260864,3.3319735527038574,0.018425732851028442
1666761359209773800,2.06677392578125,0.5721102356910706,3.400283098220825,0.10562639683485031
1666761359229719000,2.086718994140625,0.5566027164459229,3.3951683044433594,0.1665898561477661
1666761359249663700,2.106663818359375,0.4341190755367279,3.3910982608795166,0.17401230335235596
1666761359269608700,2.126608642578125,0.34395405650138855,3.4069883823394775,0.14302900433540344
1666761359289554000,2.146553955078125,0.31117886304855347,3.4933979511260986,0.13754409551620483
1666761359309499000,2.166498779296875,0.3327140808105469,3.5777952671051025,0.13893285393714905
1666761359329443800,2.18644384765625,0.3393447697162628,3.643650531768799,0.26915442943573
1666761359349388800,2.206388916015625,0.3722028434276581,3.771634101867676,0.44725266098976135
1666761359369333800,2.226333740234375,0.2865064740180969,3.636544942855835,0.6792430877685547
1666761359389279000,2.246279052734375,0.05801792070269585,3.271977663040161,0.9044151902198792
1666761359409223700,2.2662236328125,-0.06311936676502228,2.980659008026123,0.7916947603225708
1666761359429170000,2.286169921875,-0.13107256591320038,2.8120901584625244,0.3223728537559509
1666761359449115000,2.306114990234375,-0.046893008053302765,2.4497225284576416,-0.1495930254459381
1666761359469059800,2.326059814453125,0.08276345580816269,1.7875497341156006,-0.29298707842826843
1666761359489004800,2.3460048828125,0.16390380263328552,1.3207132816314697,-0.2776058316230774
1666761359508949800,2.36594970703125,0.17762048542499542,1.2074835300445557,-0.3014447093009949
1666761359528895000,2.38589501953125,0.15039068460464478,1.1402536630630493,-0.33778321743011475
1666761359548839700,2.405839599609375,0.12006603181362152,1.244238018989563,-0.40492236614227295
1666761359568784600,2.42578466796875,0.061841342598199844,1.208083152770996,-0.4562870264053345
1666761359588729900,2.445729736328125,-0.003598287235945463,1.0067286491394043,-0.40522709488868713
1666761359608674800,2.4656748046875,-0.02193976379930973,0.9350818395614624,-0.4029809236526489
1666761359628620000,2.4856201171875,-0.01091914065182209,1.0281288623809814,-0.5521169900894165
1666761359648564700,2.505564697265625,-0.044631972908973694,1.1815837621688843,-0.6317731142044067
1666761359668509700,2.525509765625,-0.05865732580423355,1.332487940788269,-0.5705409049987793
1666761359688455000,2.545454833984375,-0.10901612788438797,1.4368270635604858,-0.4329856336116791
1666761359708399900,2.56539990234375,-0.10593534260988235,1.2368340492248535,-0.18384738266468048
1666761359728345900,2.585345947265625,-0.050352949649095535,0.7429805397987366,0.0684681236743927
1666761359748290800,2.605290771484375,-0.04523692652583122,0.19337105751037598,0.13938283920288086
1666761359768236000,2.625236083984375,-0.08500184863805771,-0.36430227756500244,0.08576928824186325
1666761359788180700,2.6451806640625,-0.10619887709617615,-0.7197005152702332,0.08659861236810684
1666761359808125700,2.665125732421875,-0.15207529067993164,-0.9738048911094666,0.23811140656471252
1666761359828071000,2.68507080078125,-0.253479540348053,-1.3275173902511597,0.47274670004844666
1666761359848016000,2.705015869140625,-0.27620503306388855,-1.6822725534439087,0.5438286066055298
1666761359867960800,2.7249609375,-0.25720831751823425,-2.072746753692627,0.4669952988624573
1666761359887905800,2.74490576171875,-0.20384690165519714,-2.5831446647644043,0.4239303469657898
1666761359907850800,2.764850830078125,-0.1431804597377777,-3.0551581382751465,0.4262016713619232
1666761359927796000,2.7847958984375,-0.12773141264915466,-3.64064359664917,0.4268662631511688
1666761359947740700,2.80474072265625,-0.12729007005691528,-3.7295081615448,0.11411689966917038
1666761359967686000,2.824685791015625,-0.12023891508579254,-3.3974552154541016,-0.3164491057395935
1666761359987630800,2.844630859375,-0.2103395164012909,-3.3317742347717285,-0.46165531873703003
1666761360007575800,2.864575927734375,-0.2886846959590912,-3.566054344177246,-0.14225265383720398
